0.8523,0.51864,-2.498e-16
0.044046,-0.099714,1.0408e-16
0.15073,-0.30323,3.6082e-16
0.089907,-0.19994,2.1511e-16
0.034523,-0.056584,4.8572e-17
-0,-0,-0
0.24974,-0.36263,2.3592e-16
-0,-0,-0
-0,-0,-0
0.18778,-0.27983,1.3878e-16
0.095015,-0.19185,1.5266e-16
0.24104,-0.34957,2.3592e-16
0.16228,-0.23012,1.8388e-16
-0,-0,-0
-2.7756e-17,1.1102e-16,1
0.12333,-0.2195,1.4919e-16
0.18142,-0.33543,3.6082e-16
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
2.7756e-17,2.498e-16,-1.1102e-16
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-1.3878e-17,-1.5266e-16,2.7756e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.017209,-0.057059,7.1124e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
1.7347e-18,-1.3878e-17,1.3878e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.010028,-0.010375,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.0054635,-0.011239,1.1276e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-1.7347e-18,-3.4694e-18
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
4.3368e-19,3.4694e-18,3.4694e-18
