0.84607,0.52879,7.7716e-16
0.042723,-0.098949,-2.3592e-16
0.15702,-0.30136,-5.8287e-16
0.095115,-0.20132,-2.55e-16
0.03146,-0.076935,-1.9429e-16
-0,-0,-0
0.24931,-0.36705,-5.4123e-16
-0,-0,-0
-0,-0,-0
0.18642,-0.24586,-2.0817e-16
0.10048,-0.19548,-3.6082e-16
0.25503,-0.37241,-4.7184e-16
0.16718,-0.22923,-1.6306e-16
-0,-0,-0
-2.2204e-16,-1.0131e-15,1
0.11987,-0.22021,-3.0531e-16
0.18126,-0.31127,-5.5511e-16
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
9.7145e-17,1.6653e-16,3.8858e-16
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-2.7756e-17,-2.7756e-17,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.017919,-0.053222,-1.0408e-16
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-1.0408e-17,-0,3.1225e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.0094494,-0.014354,-3.4694e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
0.0053843,-0.016645,-2.2985e-17
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
8.6736e-19,-1.7347e-18,-1.7347e-18
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-0,-0,-0
-1.7347e-18,3.4694e-18,6.9389e-18
