0.094211,-0.086291,0.071701
0.052005,0.095343,0.041129
0.12132,-0.17254,0.22172
0.13711,0.017041,0.12452
0.050903,-0.059762,0.02189
0.043384,-0.0064033,-0.088928
0.0536,0.024093,-0.12602
0.033713,-0.025302,0.03082
0.086686,-0.018947,-0.0020358
0.016041,-0.0087367,-0.051655
0.027753,-0.024149,-0.031725
0.085523,-0.077039,0.011554
0.097568,0.10068,-0.028987
0.057467,0.048532,-0.038415
0.043404,-0.037827,-0.014953
0.094466,-0.060247,0.017769
0.057354,0.013506,-0.026379
0.075375,-0.042942,0.070459
0.16738,0.53853,0.18954
0.052081,-0.026196,-0.058623
0.046737,-0.044375,0.02305
0.081795,-0.010294,-0.0147
0.12164,-0.11044,0.30901
0.051891,-0.048819,-0.00019043
0.10786,-0.073665,0.068827
0.037437,-0.0039592,-0.080838
0.047453,-0.0048029,-0.070746
0.065659,-0.048423,0.044652
0.079749,-0.039295,-0.072622
0.078885,-0.051977,0.010255
0.053515,-0.0093186,-0.084453
0.070098,-0.022281,-0.047922
0.084976,0.0096733,0.029306
0.035878,-0.020781,-0.077041
0.13065,0.00072591,0.13429
0.072056,-0.050155,-0.042857
0.076421,0.01318,-0.12819
0.067438,0.035774,-0.076471
0.079289,-0.029815,-0.020637
0.042343,-0.0047308,-0.11152
0.050168,-0.041315,-0.037535
0.099989,0.085522,0.044195
0.053016,-0.014983,0.019275
0.033462,-0.025741,-0.055518
0.034972,-0.018836,-0.042069
0.071457,-0.0048621,-0.054417
0.069685,-0.042258,-5.5e-05
0.0372,-0.0098306,-0.076915
0,-0,0
0.04917,-0.013711,-0.051488
0.083192,0.058379,-0.092377
0.068458,-0.012039,-0.074232
0.077583,0.0049232,-0.13143
0.05699,-0.030713,0.0090373
0.054313,-0.034539,-0.065351
0.079172,-0.10165,0.058386
0.098589,-0.006287,0.17374
0.058909,-0.056716,0.0026485
0.10115,0.04662,0.19388
0.059538,-0.058377,-0.038504
0.042281,-0.050739,0.0067879
0.074494,0.021107,-0.1102
0.077211,-0.052789,0.025981
0.02664,-0.011195,0.030767
0.05429,-0.019331,-0.093016
0.034393,-0.044444,0.025176
0.080491,0.0089237,-0.071244
0.11632,0.45549,0.071507
0.053929,-0.011149,-0.059597
0.093838,-0.064699,-0.016664
0.060724,-0.066409,0.010888
0.064002,0.024842,0.08659
0.080794,-0.007961,-0.053233
0.077746,-0.017426,-0.0078902
0.054616,-0.077691,0.094558
0.0803,0.008835,-0.0058581
0.10797,-0.022674,0.070577
0.064139,0.00029553,-0.028216
0.085837,-0.0522,0.034028
0.14038,0.29311,-0.010368
0.048195,-0.082238,0.11155
0.080601,-0.058157,0.030501
0.025663,-0.0096346,-0.0079124
0.11552,0.073486,-0.046424
0.038424,-0.044707,0.01391
0.058251,-0.024034,-0.07918
0.062995,0.0089453,-0.088943
0.029495,-0.0049537,-0.074218
0.08733,-0.02806,0.17098
0.048539,-0.020168,-0.055695
0.068686,-0.0084553,-0.083086
0.089186,0.16011,-0.030675
0.065529,0.035374,0.008587
0.029796,-0.037943,0.077982
0.079944,-0.039273,0.0084864
0.081593,-0.019144,-0.0029367
0.10059,-0.019415,0.063443
0.070002,0.017256,-0.098627
0.085781,0.00028696,-0.10301
0.063988,0.00084158,0.010858
0.043935,-0.035851,-0.044293
0.052832,0.0014326,-0.053614
0.047108,-0.060476,0.017065
0.10984,-0.028057,0.038089
0.029808,-0.0068538,-0.06757
0.059771,-0.080433,0.016901
0.024373,-0.001228,-0.033
0.097057,-0.093477,0.050824
0.022847,-0.0062272,-0.046131
0.048537,-0.037254,0.051137
0.05512,-0.019026,0.0035757
0.067186,-0.005308,-0.098142
0.062114,0.036005,-0.11217
0.060258,0.024267,0.034746
0.05126,0.020722,-0.057838
0.085869,-0.026751,-0.034267
0.063927,0.03101,-0.091587
0.036487,-0.015502,-0.099136
0.084612,0.017462,-0.016597
0.013059,0.064973,-0.011672
0.054572,-0.041123,0.07048
0.087439,0.032932,-0.057424
0.015211,-0.0039485,-0.063957
0.00045014,0.00027167,-0.00073605
0.051803,-0.065816,0.040439
0.054197,0.0037883,-0.080856
0.087033,0.085862,0.057768
0.051959,-0.037915,-0.029839
0.071996,-0.044583,-0.05593
0.040533,-0.029258,-0.042914
0.060707,-0.060324,0.054496
0.086279,-0.07321,-0.00094904
0.10532,0.058271,0.018631
0.11769,0.02111,0.17718
0.078155,-0.010254,-0.054546
0.041768,0.0075948,-0.099056
0.11383,-0.00015914,0.04338
0.055884,-0.043466,-0.0078708
0.028791,0.03009,-0.018404
0.031438,-0.015905,-0.066021
0.061679,-0.095385,0.088268
0.048131,-0.02256,0.044863
0.064514,-0.038936,-0.027225
0.073596,-0.037346,-0.036232
0.10573,0.032182,-0.044289
0.010654,-0.0034198,-0.040359
0.081743,-0.011766,-0.1126
0.030762,-0.012517,-0.09729
0.03068,-0.029022,0.0082528
0.074723,-0.014611,-0.090498
0.058328,-0.018249,-0.056596
0.042081,-0.029565,-0.040596
0.035564,-0.032634,-0.051516
0.067911,0.038544,-0.12872
0.031137,-0.0033597,-0.085216
0.070631,-0.033051,-0.077568
0.091359,-0.0027899,0.01732
0.023935,-0.011402,-0.066764
0.036917,-0.0336,-0.058494
0.024861,-0.0070098,-0.037845
0.05877,-0.0021434,0.039201
0.066967,0.031097,-0.095881
0.04827,-0.042033,-0.062696
0.11612,-0.028308,0.091417
0.065327,-0.010503,-0.075052
0.059193,0.18684,0.0012997
0.042876,-0.065556,0.059598
0.022392,-0.0053347,-0.083149
0.083446,0.046476,-0.087523
0.087291,0.10488,-0.070288
0.061133,0.013318,-0.059599
0.080834,-0.025066,-0.043976
0.098426,-0.053619,-0.0031736
0.041566,-0.033769,-0.048187
0.041861,-0.052447,0.013129
0.030218,-0.020014,-0.057648
0.066595,-0.046401,-0.056394
0.058394,-0.045116,-0.0048504
0.082197,-0.047164,0.0146
0.098842,-0.063033,-0.014256
0.085654,-0.0087655,-0.022809
0.073882,-0.044061,0.017462
0.091936,-0.015259,-0.033153
0.055118,-0.026537,-0.033171
0.070593,-0.011528,-0.048174
0.080471,0.0054205,-0.070719
0.045554,-0.026903,-0.037775
0.065128,-0.024483,-0.001929
0.074115,0.054469,0.10032
0.089109,-0.067055,0.008954
0.087857,0.031503,0.014528
0.083289,-0.048457,-0.060581
0.078267,-0.0060461,0.097056
0.030151,0.0080531,-0.076004
0.062986,-0.039803,0.060017
0.1031,0.012498,0.012866
0.06308,-0.022757,-0.010803
0.032884,0.027429,-0.043038
0.074347,-0.074578,0.062955
0.051651,-0.047647,-0.039296
